MangaID,Genre,Author
14326,"Romance,Shoujo","Hirose, Natsume (Story & Art)"
14327,"Comedy,Shounen Ai,Doujinshi","Ougi, Yuzuha (Story & Art)"
14335,"Drama,Ecchi,Romance,Seinen","Kizuki, Akira (Art), Satou, Nanki (Story)"
14341,Yaoi,"Fujimoto, Haruki (Story & Art)"
14357,"Comedy,Romance,School","Tanigawa, Nico (Story & Art)"
14368,"Comedy,Fantasy,School,Shounen",CLAMP (Story & Art)
14369,"Action,Comedy,Ecchi,School,Supernatural,Seinen","Hamada, Yoshikadu (Story & Art)"
14371,Hentai,"Chiba, Toshirou (Story & Art)"
14372,"Drama,Hentai,Psychological","Oshima, Towa (Story & Art)"
14373,"Hentai,Gender Bender","Kawaraya, A-ta (Story & Art)"
14379,"School,Yaoi","Suzuki, Tsuta (Story & Art)"
14382,"Comedy,Shounen Ai","Sugano, Akira (Story), Ninomiya, Etsumi (Art)"
14386,"Ecchi,Romance,Seinen","Itou, Ei (Story & Art)"
14388,"Music,School,Shoujo,Shounen Ai,Gender Bender","Watanabe, Mizuki (Story & Art)"
14391,Yaoi,"Tachibana, Keiko (Story & Art)"
14396,"Action,School,Slice of Life,Seinen","Buronson (Story), Hara, Hidenori (Art)"
14397,Yaoi,"Miyazawa, Yura (Story & Art)"
14400,"Romance,School,Shoujo","Hironaga, Yuu (Story & Art)"
14401,Yaoi,"Ootsuki, Miu (Story & Art)"
14402,"School,Yaoi","Ootsuki, Miu (Story & Art)"
14408,"Fantasy,Yaoi",Po-ju (Story & Art)
14410,"Action,Fantasy,Shoujo,Supernatural","Ogasawara, Uki (Story & Art)"
14411,"Comedy,Mystery","Ryukishi07 (Story), Kazuki, Rechi (Art)"
14413,"Action,Historical,Shounen","Banno, Mutsumi (Art), Wada, Ryou (Story)"
14414,"Action,Adventure,Comedy,Shounen","Oda, Eiichiro (Story & Art)"
14416,"Hentai,School","Tomoe, Tenbu (Story & Art)"
14419,"Comedy,Romance,Josei","Yoshihara, Yuki (Story & Art)"
14428,"Action,Comedy,Samurai,Shounen",Shigahaku (Story & Art)
14430,"Ecchi,Harem,Psychological,Seinen","Kotani, Kenichi (Story & Art)"
14434,"Drama,Romance,Yaoi","Asou, Kai (Story & Art)"
14435,"Romance,School,Shoujo","Kwon, Yeul Hee (Story & Art)"
14437,"Comedy,Shoujo","Seizuki, Madoka (Story & Art)"
14439,"Comedy,Fantasy","ZUN (Story), Hirasaka, Makoto (Art)"
14440,"Drama,Horror,Psychological,Seinen","Hanazawa, Kengo (Story & Art)"
14442,"Action,Adventure,Fantasy,Historical,Romance,Psychological","Shin, Il-Suk (Story & Art)"
14443,Yaoi,"Fuyuno, Jinko (Story), Enjin, Yamimaru (Art)"
14451,"Comedy,Ecchi,School,Slice of Life,Seinen","Tooyama, Ema (Story & Art)"
14452,"Comedy,Romance,Yaoi","Sakurai, Shushushu (Story & Art)"
14454,"Romance,Shoujo","Saijou, Ayano (Story & Art)"
14455,"Romance,Yaoi","Takanaga, Hinako (Story & Art)"
14456,"Action,Doujinshi","Miwa, Shirow (Story & Art)"
14457,"Romance,School,Shoujo Ai,Yuri","Mikuni, Hajime (Story & Art), Morishima, Akiko (Story & Art)"
14465,"Shounen,Sports","Heiuchi, Natsuko (Story & Art)"
14466,Fantasy,"ZUN (Story), Rin, Kususaga (Art)"
14467,"Drama,Shoujo Ai,Slice of Life,Josei","Yamaji, Ebine (Story & Art)"
14471,"Romance,Shoujo Ai","Takano, Youko (Art), Shouya, Toko (Story)"
14472,"Mystery,Drama,Horror,Psychological,Seinen","Murao, Mio (Story & Art)"
14475,"Drama,Romance,Slice of Life,Psychological",Benjamin (Story & Art)
14476,"Drama,Hentai,Romance,School",Fuuga (Story & Art)
14483,"Drama,Sci-Fi,Space,Seinen","Koyama, Chuuya (Story & Art)"
14491,"Comedy,Ecchi,Romance,School,Seinen","Azuma, Tesshin (Story & Art)"
14493,"Comedy,Shounen","Suzumi, Atsushi (Story & Art)"
14498,"Action,Drama,Shounen Ai",Kyuugou (Story & Art)
14499,"Romance,Shoujo,Slice of Life","Kabei, Yukako (Story), Takarai, Rihito (Art)"
14501,"Comedy,Yaoi","Shinba, Rize (Story & Art)"
14502,"Comedy,Slice of Life","Adachi, Mitsuru (Story & Art)"
14504,"Comedy,Romance,School,Shounen",Shinobi (Story & Art)
14505,"Action,Adventure,Shoujo,Military",
14508,"Sci-Fi,Seinen","Ohara, Shinji (Story), Kuroda, Iou (Story & Art)"
14511,"Drama,Romance,School,Shoujo,Sports","Fujitsuka, Yuki (Story & Art)"
14513,"Yaoi,Supernatural",DUO BRAND. (Story & Art)
14514,Yaoi,"Sasaki, Kumiko (Story & Art)"
14531,"Action,Comedy,Drama,Ecchi,Shounen","Fujisawa, Tohru (Story & Art)"
14535,"Fantasy,Historical,Romance,Shoujo","Yumeka, Sumomo (Story & Art)"
14540,"Mystery,Horror,Supernatural,Josei","Watanabe, Chihiro (Story & Art)"
14545,"Comedy,Ecchi,Romance,School","Rue, Byung-min (Story), Bahk, Hyun-Joon (Art)"
14546,"Romance,Shoujo","Yoshinaga, Noriko (Story & Art), Shimaki, Ako (Story & Art), Osakabe, Mashin (Story & Art), Kitagawa, Miyuki (Story & Art), Fujiwara, Yoshiko (Story & Art), Nakahara, Migiwa (Story & Art), Shibuya, Urara (Story & Art)"
14548,"Romance,Yaoi","Ichijou, Lemon (Story & Art)"
14550,"Drama,Romance,Shoujo,Supernatural","Kong yuu, Nan (Story & Art)"
14551,"Comedy,Hentai,Romance,School","Torikawa, Sora (Story & Art)"
14552,Hentai,"Tenjiku, Rounin (Story & Art)"
14555,"Shoujo,Harem","Kosumi, Fujiko (Art)"
14558,"Drama,Romance,Supernatural,Psychological,Josei","Fujiwara, Kaoru (Story & Art)"
14562,"Drama,Romance,Shoujo",Taamo (Story & Art)
14567,"Romance,Shoujo","Miyasaka, Kaho (Story & Art)"
14568,"Action,Comedy,Shounen","Hirakawa, Tetsuhiro (Story & Art)"
14573,"Action,Fantasy","Terasawa, Buichi (Story & Art)"
14579,"Drama,Shounen,Sports","Oono, Junji (Story & Art)"
14582,"Action,Historical,Martial Arts,Shounen","Nakamaru, Yousuke (Story & Art)"
14584,"Comedy,Hentai","Chanpon, Miyabi (Story & Art)"
14588,"Action,Comedy,Ecchi,Romance,School,Super Power","Hoshino, Koichiro (Story & Art)"
14597,"Comedy,Slice of Life,Supernatural,Seinen",Ike (Story & Art)
14602,"Hentai,Seinen",Tsuyatsuya (Art)
14603,"Action,Dementia,Seinen","Hirano, Kouta (Story & Art)"
14606,"School,Shoujo,Supernatural","Hara, Asumi (Story & Art)"
14608,"Drama,Yaoi,Psychological","Nishida, Higashi (Story & Art)"
14614,"Comedy,Slice of Life,Seinen","Unita, Yumi (Story & Art)"
14615,"Romance,Slice of Life,Seinen","Azuma, Yuki (Story & Art)"
14617,"Drama,Romance,School,Shoujo","Sakurayama, Kazumi (Story & Art)"
14623,"Adventure,Drama,Horror,Psychological,Seinen","Sakabashira, Imiri (Story & Art)"
14624,"Comedy,Ecchi,School,Seinen","Nakata, Yumi (Story & Art)"
14625,"Psychological,Seinen","Abe, Yoshitoshi (Story & Art)"
14628,"Comedy,Ecchi,Seinen","Takashima, Tomohiro (Story & Art)"
14629,Yaoi,"Sakuragi, Ayan (Story & Art)"
14630,"Sci-Fi,Seinen","Fukushima, Satoshi (Story & Art)"
14633,"Drama,Romance,School,Shoujo,Gender Bender","Minami, Maki (Story & Art)"
14634,"Sci-Fi,Seinen","Tadano, Nobuaki (Story & Art)"
14640,"Shounen,Sports","Heiuchi, Natsuko (Story & Art)"
14646,Hentai,"Onizuka, Naoshi (Story & Art)"
14647,"Drama,Shoujo","Fujitsuka, Yuki (Story & Art)"
14654,"School,Yaoi",Yukimura (Story & Art)
14657,"Romance,Yuri,Slice of Life",
14659,"School,Yaoi","Kurosawa, Shii (Story & Art)"
14664,"Action,Comedy,Romance,Shounen,Supernatural","Azuma, Takeshi (Story & Art)"
14667,"Comedy,Demons,Hentai,Romance","Yanagi, Masashi (Story & Art)"
14670,"Comedy,Demons,Seinen",Atto (Story & Art)
14678,"Comedy,Ecchi,Romance,School,Shounen,Gender Bender",Shimada (Story & Art)
14679,"School,Shounen Ai","Yamada, Sakurako (Art), Konohara, Narise (Story)"
14685,"Action,Comedy,Ecchi,Fantasy,Romance,Shounen","Hayashi, Tomoaki (Story), Asakawa, Keiji (Art)"
14686,"Drama,Romance,Sports,Yaoi","Hiiro, Reiichi (Story & Art)"
14689,"Action,Drama,Historical,Samurai,Slice of Life,Seinen","Tezuka, Osamu (Story & Art)"
14690,"Comedy,Romance,School,Shoujo","Shiiba, Nana (Story & Art)"
14700,"Drama,Romance,Josei","Makimura, Satoru (Story & Art)"
14701,"Comedy,Drama,Romance,Seinen","Kubo, Mitsurou (Story & Art)"
14705,"Comedy,Romance,Josei","Yoshihara, Yuki (Story & Art)"
14706,"Drama,Seinen","Tezuka, Osamu (Story & Art)"
14710,"Comedy,Ecchi,Romance,School,Shounen","Kawashita, Mizuki (Story & Art)"
14712,"Slice of Life,Psychological,Josei",Rain (Story & Art)
14716,"Fantasy,Magic,Romance,Shoujo","Saitou, Ken (Story & Art)"
14718,"Action,Comedy,Ecchi,Romance,School,Shounen,Harem,Supernatural","Momose, Takeaki (Story & Art)"
14720,"Comedy,Romance,Yaoi","Yamamoto, Kotetsuko (Story & Art)"
14721,"Comedy,Romance,School,Seinen","Haruno, Tomoya (Story & Art)"
14729,"Action,Drama,School,Sci-Fi,Seinen","Inoue, Tomonori (Story & Art)"
14734,"Comedy,Drama,Romance,Josei","Sakai, Miwa (Story & Art)"
14737,"Action,Comedy,Magic,School,Supernatural,Seinen","Natsu, Midori (Story), Shouji, Haruka (Art)"
14738,"Romance,Shoujo","Minami, Maki (Story & Art)"
14739,"Comedy,Yaoi","Nekota, Yonezou (Story & Art)"
14746,"Action,Demons,Fantasy,Horror,Sci-Fi,Supernatural","Nishino, Kouhei (Story & Art)"
14748,"Comedy,School,Shounen Ai","Tanaka, Suzuki (Story & Art)"
14749,"Comedy,Vampire,Yaoi,Supernatural","Yozakura, Sakyou (Story & Art)"
14750,"Comedy,Drama,Ecchi,Seinen","Lee, Youjung (Story & Art)"
14758,"Action,Comedy,Romance,Shounen,Supernatural","Kinoshita, Satoshi (Story & Art)"
14769,"Hentai,Yuri","Hoshino, Fuuta (Story & Art)"
14770,"Action,Adventure,Mystery,Fantasy,Psychological,Josei","Katagiri, Ikumi (Art), Ninomiya, Ai (Story)"
14771,Shoujo,"Lee, Sang-Eun (Story & Art)"
14772,"Comedy,Drama,Shoujo,Shounen Ai",CLAMP (Story & Art)
14773,"Ecchi,School,Harem,Supernatural,Seinen","Azuma, Tesshin (Story & Art)"
14776,"Comedy,Ecchi,Romance,Harem,Supernatural,Seinen",Shigunyan (Story & Art)
14777,Comedy,"Akatsuki, Akira (Art)"
14779,"Romance,Yaoi","Kamon, Saeko (Art), Asuma, Risai (Story)"
14787,"Fantasy,School,Shoujo,Slice of Life,Gender Bender",Bikke (Story & Art)
14788,"Action,Fantasy,Shoujo","Yuiga, Satoru (Story & Art)"
14790,"Adventure,Fantasy,Magic,Shounen","Ohtaka, Shinobu (Story & Art)"
14791,"Comedy,Slice of Life,Seinen","Ishiguro, Masakazu (Story & Art)"
14803,Hentai,"Minazuki, Tsuyuha (Story & Art)"
14805,Hentai,"Kusatsu, Terunyo (Story & Art)"
14806,"Drama,Romance,School,Shoujo","Yamaguchi, Izumi (Art), Kitagawa, Eriko (Story)"
14807,"Adventure,Fantasy","Kinoshita, Sakura (Story & Art)"
14810,"Mystery,Shounen","Yamamoto, Kazune (Story & Art)"
14811,"Drama,Romance,Sci-Fi,Slice of Life","Takano, Aya (Story & Art)"
14816,"Comedy,Seinen",Maitake (Story & Art)
14817,Hentai,"Konjou, Natsumi (Story & Art), Drill, Murata (Story & Art), Miyabi, Tsuzuru (Story & Art), Magaki, Ryohta (Story & Art), Fukada, Takushi (Story & Art), Kusatsu, Terunyo (Story & Art), LAZYCLUB (Story & Art), Tonkou (Story & Art), IDEA (Story & Art), Yamaoka, Koutetsurou (Story & Art)"
14818,"Comedy,Romance,Shoujo,Supernatural","Iwamoto, Nao (Story & Art)"
14821,"Romance,Shoujo","Miyawaki, Yukino (Story & Art)"
14829,"Music,Shoujo","Mamahara, Ellie (Story & Art)"
14833,"Shounen,Sports","Yagami, Hiroki (Story & Art)"
14835,Shoujo,"Mamahara, Ellie (Story & Art)"
14838,"Hentai,Romance,School",Minority (Story & Art)
14841,"Action,Drama,Supernatural","Narita, Ryohgo (Story), Satorigi, Akiyo (Art)"
14849,"Historical,Yaoi","Mizukami, Shin (Story & Art)"
14850,Supernatural,"Kusunoki, Rinka (Story & Art)"
14852,"Dementia,Mystery,Drama,Fantasy,Horror,Sci-Fi,Supernatural,Psychological,Seinen,Thriller",Meimu (Story & Art)
14853,"Ecchi,Hentai,Romance,Slice of Life",Mg Joe (Story & Art)
14855,"Romance,Shoujo","Mikimoto, Rin (Story & Art)"
14856,"Comedy,Drama,Romance,Sports,Seinen","Hanazawa, Kengo (Story & Art)"
14857,"Fantasy,Josei","Mizutani, Yuzu (Story & Art), Kaede, Tooru (Story & Art)"
14858,"Fantasy,Supernatural,Josei","Kugayama, Reki (Story & Art)"
14860,"Adventure,Fantasy,Josei","Sakamaki, Yukisato (Story & Art)"
14863,Yaoi,"Kajimoto, Jun (Story & Art)"
14867,"Drama,Hentai,Yuri",Yukimi (Story & Art)
14868,"Drama,Supernatural,Josei","Yoneyama, Setsuko (Story & Art)"
14870,"Comedy,Shoujo",RURU (Art)
14871,"Fantasy,Shoujo,Supernatural","Sumiyoshi, Yukiko (Story & Art)"
14876,"Comedy,School,Shounen,Sports","Yamazaki, Takanori (Story & Art)"
14882,"Comedy,Romance,Josei","Nagae, Tomomi (Story & Art)"
14884,"Comedy,Romance,School,Yaoi,Slice of Life","Fujimoto, Haruki (Story & Art)"
14887,"Drama,Shoujo,Shounen Ai","Mochizuki, Karin (Story & Art)"
14889,"Drama,Romance,Shoujo","Kawahara, Kazune (Story & Art)"
14892,"Adventure,Comedy,Historical,Yaoi","Sakurai, Shushushu (Story & Art)"
14893,"Action,Comedy,Mystery,Romance,Vampire,Supernatural","NISIO, ISIN (Story), VOFAN (Art)"
14897,"Mystery,Horror,Supernatural,Psychological","Ayamura, Kirihito (Art), Yamada, Yuusuke (Story)"
14902,"Adventure,Fantasy,Shounen,Supernatural",CLAMP (Story & Art)
14904,"Fantasy,Shoujo Ai","Amano, Sakuya (Story & Art)"
14906,"Comedy,Yaoi","Nakamura, Asumiko (Story & Art)"
14909,"Horror,Shoujo","Umezu, Kazuo (Story & Art)"
14914,"Drama,Romance,Shoujo","Mimori, Ao (Story & Art)"
14921,"Action,Adventure,Fantasy,Romance,Shoujo","Yuki, Kairi (Art), Maki, Arisa (Story)"
14922,"Action,Comedy,Drama,Fantasy,School,Shoujo Ai,Shounen,Harem","Naomura, Tooru (Story & Art)"
14923,"Action,Comedy,Ecchi,Fantasy,Romance,School,Shounen,Harem,Supernatural","Itou, Souichi (Art), Mizuki, Shoutarou (Story)"
14929,"Drama,Music,Seinen","Tamaki, Chihiro (Story & Art)"
14930,"Action,Adventure,Fantasy,Shounen,Supernatural","Tanaka, Yasunori (Story & Art)"
14931,"Drama,Slice of Life,Seinen","Taniguchi, Jiro (Story & Art)"
14936,"Drama,Romance,School,Yuri","Kuromasa, Shisei (Story & Art)"
14939,"Romance,Shoujo","Kosugi, Mayu (Story & Art)"
14943,"Action,Shounen,Supernatural,Psychological","Kano, Yasuhiro (Story & Art)"
14958,Hentai,"Izawa, Shinichi (Story & Art)"
14962,Hentai,"Kokonoki, Nao (Story & Art)"
14965,Yaoi,Yukimura (Story & Art)
14975,"Action,Drama,Sci-Fi,Super Power,Supernatural,Seinen","Iwahara, Yuji (Story & Art)"
14978,"Action,Adventure,Comedy,Drama,Fantasy,Josei","Minekura, Kazuya (Story & Art)"
14982,"Hentai,Yuri","Youshu, Ohepe (Story & Art)"
14986,"Action,Sci-Fi,Supernatural,Seinen","Oku, Hiroya (Story), Kozaki, Yuusuke (Art), Kusakabe, Masatoshi (Story)"
14987,Shounen Ai,"Rui, Someya (Story & Art)"
14989,"Adventure,Fantasy,Sci-Fi","Chen, Weidong (Art), Peng, Chao (Story)"
14990,"Fantasy,Shoujo","Onodera, Saika (Art)"
14994,Comedy,"Hwang, Mi Ri (Story & Art)"
14997,"Fantasy,Shoujo","Kara (Art), Lee, Yun-hee (Story)"
14998,"Dementia,Mystery,Drama,Horror,Psychological","Houjou, Yutori (Art), Suzuki, Jirou (Art), Kousaka, Rito (Art), Takami, Atsushi (Story)"
14999,"Adventure,Comedy,Ecchi,Fantasy,Historical,Shounen,Supernatural","Ooga, Asagi (Art), Matsumoto, Sakura (Story)"
15001,"Action,Fantasy,Sci-Fi,Shounen,Supernatural","Fukaki, Shouko (Art), Shirakawa, Akira (Story)"
15003,"Romance,Shoujo","Oouchi, Natsumi (Story & Art)"
15004,Hentai,RaTe (Story & Art)
15010,"Action,Drama,Martial Arts,School,Psychological,Seinen","Park, Joong-Ki (Art), 28round (Story & Art)"
15011,"Comedy,Romance,School,Shoujo","Hiura, Satoru (Story & Art)"
15012,"Shoujo,Slice of Life","Yoon, Mi-Kyung (Story & Art)"
15018,"Comedy,Mecha,Parody,Shounen","Yatate, Hajime (Story), Tomino, Yoshiyuki (Story), Oowada, Hideki (Story & Art)"
15020,Yaoi,"Tamaquis, Wren (Story & Art)"
15021,"Drama,Romance,Yaoi","Yamashita, Tomoko (Story & Art)"
15024,Hentai,"Mille, Feuille (Story & Art)"
15030,"Comedy,Ecchi,Fantasy",okama (Story & Art)
15035,"Action,Comedy,Ecchi,Romance,School,Supernatural,Seinen","Takahashi, Osamu (Story & Art)"
15036,"Comedy,School,Shoujo Ai","Minakata, Sunao (Story & Art)"
15037,"Drama,Sci-Fi,Space,Seinen","Iwaoka, Hisae (Story & Art)"
15038,"Mystery,School,Sci-Fi,Seinen","Suekane, Kumiko (Story & Art)"
15045,"Comedy,Romance,School,Shoujo","Yoshinaga, Yuu (Story & Art)"
15051,"Comedy,Fantasy,Romance,Shoujo","Huang, Jia Li (Story & Art)"
15053,"Action,Adventure,Fantasy,Shounen,Supernatural","Tanaka, Yasunori (Story & Art)"
15059,"Yuri,Supernatural","Tanimura, Marika (Story & Art)"
15071,"Comedy,Shoujo",Kiki (Story & Art)
15076,"Comedy,Hentai,Supernatural","Manabe, Jouji (Story & Art)"
15077,"Fantasy,Game","Yokote, Michiko (Story), Kawashima, Ryojun (Art)"
15082,Yaoi,"Sakura, Ryou (Story & Art)"
15084,"Comedy,Sci-Fi,Seinen","Wakasugi, Kiminori (Story & Art)"
15086,"Martial Arts,School,Seinen","Ando, Jiro (Art), Honda, Tetsuya (Story)"
15087,"Action,Comedy,Mystery,Seinen","Yagami, Yu (Story & Art)"
15089,"Romance,Shoujo","Mizuki, Chika (Story & Art)"
15090,"Drama,Yaoi","Inomoto, Rikako (Story & Art)"
15091,"Drama,Shoujo Ai,Yuri",Natsuneko (Story & Art)
15094,Yaoi,"Ootsuki, Miu (Story & Art)"
15095,"Action,Comedy,Ecchi,Fantasy,Seinen","Kaise, Sosuke (Story & Art)"
15101,Shoujo,"Ashihara, Hinako (Story & Art)"
15103,"Adventure,Sci-Fi,Slice of Life,Seinen","Tanaka, Tatsuyuki (Story & Art)"
15104,"Fantasy,Shounen","Amano, Shiro (Art), Nomura, Tetsuya (Story)"
15107,"Comedy,Slice of Life,Seinen","Aono, Shunjuu (Story & Art)"
15116,"Comedy,Shoujo","Abe, Yuriko (Story & Art), Tooyama, Ema (Story & Art), Etou, Miyuki (Story & Art), Mizushima, Naphthalin (Story & Art)"
15118,"Comedy,Romance,Josei","Yoshihara, Yuki (Story & Art)"
15122,"Comedy,Yaoi,Doujinshi","Yamato, Nase (Story & Art)"
15123,Yaoi,"Rokuya, Sanae (Story & Art)"
15124,Yaoi,"Rokuya, Sanae (Art), Goh, Shiira (Story)"
15136,"Romance,Shounen","Megumi, Kouji (Story & Art)"
15137,"Romance,School,Slice of Life,Seinen","Kannou, Rie (Story & Art)"
15142,"Comedy,School,Slice of Life","Haruna, Mao (Story & Art)"
15143,"Comedy,Ecchi,School,Shounen","NISIO, ISIN (Story), Akatsuki, Akira (Art)"
15150,"Action,Adventure,Demons,Mystery,Fantasy,Historical,Magic,Shounen,Supernatural","Kurimoto, Kaoru (Story)"
15153,"Drama,Historical,Slice of Life,Seinen","Katsumata, Susumu (Story & Art)"
15156,"Comedy,Sci-Fi,Supernatural","Yumeka, Sumomo (Story & Art)"
15157,"Romance,Shoujo","Hanyuu, Shion (Story & Art)"
15159,"Drama,Yaoi","Hori, Tomoki (Story & Art)"
15165,"Mystery,Drama,Ecchi,Romance,Supernatural,Seinen","Okazaki, Takeshi (Story & Art)"
15167,"Mystery,Ecchi,Game,School,Shounen,Harem,Psychological","Yamane, Kazutoshi (Art), Aoyama, Hiromi (Story)"
15170,"Romance,School,Shoujo","Sato, Zakuri (Story & Art)"
15172,Yaoi,"Honjou, Rie (Story & Art)"
15175,"Comedy,Ecchi",Kuroda bb (Story & Art)
15177,"Fantasy,Magic,Romance,Shoujo","Yukimura, Yuni (Story & Art)"
15179,"Comedy,Drama,Romance,School,Shoujo","Kurumatani, Haruko (Story & Art)"
15181,"Romance,Shoujo","Mitsumiya, Sanaha (Story & Art)"
15182,"Drama,Romance,Shoujo,Shounen Ai","Akisato, Wakuni (Story & Art)"
15184,"Comedy,Ecchi,Romance,School,Shounen","Matsuno, Akinari (Story), QP:flapper (Art)"
15186,"Drama,Shoujo,Supernatural","Hotta, Kiichi (Story & Art), Yoshino, Satsuki (Story & Art), Hayama, Seri (Story & Art)"
15187,"Drama,Shoujo,Supernatural","Hotta, Kiichi (Story & Art), Tanigawa, Nico (Story & Art), Yoshino, Satsuki (Story & Art), Hayama, Seri (Story & Art), Hanazawa, Chika (Story & Art)"
15189,"Drama,Ecchi,Music,Romance,School,Seinen","Kitakawa, Touta (Story & Art)"
15200,"Action,Mystery,Fantasy,Magic,Psychological","NISIO, ISIN (Story), Nishimura, Kinu (Art)"
15202,,
15205,"Action,Mystery,Drama,Magic,Shounen,Psychological","Shirodaira, Kyou (Story), Saizaki, Ren (Art)"
15206,"Comedy,Romance,School,Shoujo","Ichinose, Kaoru (Story & Art)"
15207,"Sci-Fi,Shoujo Ai,Seinen","Hazuki, Tsubasa (Story & Art)"
15210,"Romance,Shoujo",
15220,"Drama,Ecchi,Romance,Slice of Life,Seinen","Amazume, Ryuta (Story & Art)"
15221,"Drama,Ecchi,Romance,Seinen","Kizuki, Akira (Art), Satou, Nanki (Story)"
15222,"Comedy,Ecchi,Parody,School,Shounen,Harem","Aoi, Sekina (Story), 10mo (Art)"
15225,"Romance,Shoujo","Kudou, Ikumi (Story & Art)"
15226,"Romance,Shoujo","Kudou, Ikumi (Story & Art)"
15232,Hentai,Syu♪ (Story & Art)
15241,"Historical,Slice of Life,Seinen","Sui, Kasai (Story & Art)"
15242,"Drama,Romance,Slice of Life,Seinen","Yoshida, Motoi (Story & Art)"
15245,"Comedy,Romance,School,Shoujo","Zi, Gui (Story & Art)"
15247,"Drama,Psychological","Furuya, Usamaru (Story & Art)"
15248,"Romance,Shoujo","Kawamaru, Shin (Story & Art)"
15253,"Action,Mecha,Sci-Fi,Shounen","Lee, Stan (Story), Ota, Tamon (Art)"
15258,"Action,Ecchi,Fantasy","Takatsuki, Nagy (Story & Art)"
15262,"Fantasy,Romance,Shoujo","Nesumi, Chisato (Story & Art)"
15269,"Comedy,Romance,School,Harem","Natsuki, Coco (Art)"
15270,Shoujo,Robico (Story & Art)
15272,"Shoujo Ai,Yuri,Slice of Life","Yoshitomi, Akihito (Story & Art)"
15274,"Sports,Seinen","Takahashi, Yoichi (Story & Art)"
15275,"School,Yaoi","Fujitani, Youko (Story & Art)"
15276,"Comedy,Yaoi","Haruno, Ahiru (Story & Art)"
15283,"Drama,Yaoi","Kijima, Hyougo (Story & Art)"
15288,Yaoi,"Fujisaki, Kou (Story & Art)"
15294,"Hentai,Gender Bender",RaTe (Story & Art)
15301,"Drama,Romance,Sports,Seinen",
15303,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Shounen,Supernatural","Obata, Takeshi (Art), Sendo, Susumu (Story)"
15305,"Shounen,Sports","Kajiwara, Ikki (Story), Kawasaki, Noboru (Art)"
15306,"Historical,Martial Arts,Slice of Life,Seinen","Matsumoto, Taiyou (Art), Eifuku, Issei (Story)"
15311,"Comedy,Yaoi,Doujinshi","Inariya, Fusanosuke (Story & Art)"
15312,"Comedy,Yaoi","Kirishima, Tamaki (Story & Art)"
15313,"Supernatural,Seinen","Kataoka, Jinsei (Art), Maekawa, Tomohiro (Story)"
15316,Shoujo,"Tsuda, Masami (Story & Art)"
15317,"Comedy,Drama,Ecchi,School","Ikeda, Sakura (Art), Fushimi, Tsukasa (Story)"
15318,"Drama,Sci-Fi,Psychological","Fujiwara, Kaoru (Story & Art)"
15321,"School,Shounen Ai",
15328,Yaoi,"Shiranagi, Yurika (Story & Art)"
15333,"Sports,Seinen","Takahashi, Yoichi (Story & Art)"
15334,"Fantasy,Yaoi",nicoco (Story & Art)
15343,"Ecchi,Romance,School,Seinen","Azuma, Yuki (Story & Art)"
15353,"Hentai,Supernatural","Kouda, Tomohiro (Story & Art)"
15355,"Drama,Slice of Life,Seinen","Asano, Inio (Story & Art)"
15359,"Action,Mecha,Sci-Fi,Shounen","Nagai, Go (Story), Ishikawa, Ken (Story & Art)"
15366,"Drama,Romance,Shoujo,Shounen Ai","Akisato, Wakuni (Story & Art)"
15372,"Action,Adventure,Comedy,Drama,Sci-Fi,Shounen,Supernatural","Hikokubo, Masahiro (Story), Satou, Masashi (Art)"
15375,Yaoi,"Hiiro, Reiichi (Story & Art)"
15376,"Ecchi,Sci-Fi,Seinen","Yoshimoto, Kinji (Story), Urushihara, Satoshi (Art)"
15381,"Drama,Mecha,Sci-Fi,Shounen","Kimura, Noboru (Story), Takimiya, Kazutaka (Art)"
15383,"Comedy,Slice of Life,Josei","Iwamichi, Sakura (Story & Art)"
15396,"Action,Fantasy,Romance,Seinen","Hikagi, Tatsuhiko (Story & Art)"
15398,"Romance,Shoujo","Anisaki, Yuna (Art), Momoshiro (Story)"
15401,"Historical,Seinen","Ninagawa, Yaeko (Art), Yamamura, Tatsuya (Story)"
15402,"Hentai,Gender Bender",Yuzuki N' (Story & Art)
15403,"Romance,Shoujo","Kim, Jea-Eun (Art), Gui, Yeoni (Story)"
15404,Horror,"Yamamoto, Takato (Story & Art)"
15407,"Comedy,Fantasy,Historical,Romance,Shoujo","Lin, Min Xuan (Story & Art)"
15415,"Comedy,Romance,Shoujo","Lin, Min Xuan (Story & Art)"
15417,"Action,Fantasy,Historical,Romance,School,Shoujo","Na, Hyo Eun (Story & Art)"
15419,"Demons,Hentai,School,Yuri,Supernatural",TYPE.90 (Story & Art)
15425,"Adventure,Mystery,Drama,Fantasy,Romance,Shoujo","Shinohara, Chie (Story & Art)"
15426,"Action,Martial Arts,Shounen","Matsuda, Ryuchi (Story), Fujiwara, Yoshihide (Art)"
15430,"Comedy,Hentai,Romance,School",ED (Story & Art)
15433,"Comedy,School,Shoujo","Takagi, Shigeyoshi (Story & Art)"
15440,"Comedy,Shoujo,Shounen Ai","Nangoku, Banana (Story & Art)"
15441,Yaoi,"Tennouji, Mio (Story & Art)"
15443,"Drama,Fantasy,Romance,Josei","Yoshimura, Akemi (Story & Art)"
15457,"Drama,Historical,Shounen Ai","Takemiya, Keiko (Story & Art), Masuyama, Norie (Story)"
